applicant_id,age,gender,education,employment_status,annual_income,monthly_expenses,existing_debts,loan_amount,loan_term,credit_score,debt_to_income_ratio,loan_to_income_ratio,approval_score,loan_approved,application_date
APP00023,35,Female,Master,Employed,135635,6484.0,4686.0,21980,60,691.0,0.067,0.1621,82.13,1,2023-01-01
APP00024,21,Female,Bachelor,Part-Time,27980,734.0,2083.0,27161,36,617.0,0.398,0.9707,40.17,0,2023-01-01
APP00025,29,Male,Master,Employed,35002,1818.0,13798.0,12225,12,639.0,0.7435,0.3493,45.61,0,2023-01-02
APP00026,36,Male,Bachelor,Employed,81517,4194.0,1614.0,43709,48,564.0,0.1538,0.5362,62.55,1,2023-01-02
APP00027,23,Male,Master,Part-Time,58975,1828.0,2591.0,8293,36,672.0,0.0908,0.1406,66.24,1,2023-01-02
APP00028,38,Male,Bachelor,Employed,51638,2041.0,2355.0,24905,60,491.0,0.1421,0.4823,50.31,1,2023-01-02
APP00029,28,Male,Associate,Employed,115249,5694.0,14627.0,26574,36,756.0,0.2038,0.2306,91.11,1,2023-01-02
APP00030,32,Female,Master,Employed,96100,2958.0,7623.0,18980,60,554.0,0.1188,0.1975,62.44,1,2023-01-02
APP00031,28,Male,Bachelor,Self-Employed,75859,4591.0,947.0,6596,240,665.0,0.0168,0.087,76.66,1,2023-01-02
APP00032,53,Male,PhD,Employed,49206,1286.0,7322.0,6557,120,682.0,0.1621,0.1333,78.89,1,2023-01-02
APP00033,34,Male,Associate,Employed,57021,1669.0,892.0,14810,180,766.0,0.033,0.2597,84.86,1,2023-01-02
APP00034,24,Female,PhD,Employed,81949,2445.0,11462.0,41408,180,481.0,0.1736,0.5053,55.02,1,2023-01-02
APP00035,43,Female,PhD,Self-Employed,104892,4930.0,11127.0,33898,60,617.0,0.1707,0.3232,68.85,1,2023-01-02
APP00036,22,Male,Associate,Unemployed,5917,300.0,604.0,26551,120,704.0,0.5508,4.4872,27.64,0,2023-01-02
APP00037,37,Female,Master,Employed,67942,2841.0,712.0,13257,120,825.0,0.03,0.1951,89.98,1,2023-01-02
APP00038,21,Female,Bachelor,Employed,32583,1206.0,4982.0,35344,36,646.0,0.5145,1.0847,44.28,0,2023-01-02
APP00039,21,Male,Master,Employed,21781,1279.0,1844.0,6379,180,590.0,0.1042,0.2929,63.65,1,2023-01-02
APP00040,36,Male,Bachelor,Employed,80753,2248.0,6413.0,5000,60,850.0,0.0918,0.0619,90.45,1,2023-01-02
APP00041,42,Female,Master,Employed,30066,1102.0,4092.0,22148,12,730.0,0.8727,0.7366,53.08,1,2023-01-02
APP00042,36,Female,Bachelor,Employed,51719,1377.0,7230.0,17381,120,787.0,0.1734,0.3361,86.08,1,2023-01-02
APP00043,33,Female,Associate,Self-Employed,54138,1384.0,123.0,60508,120,529.0,0.114,1.1177,58.29,1,2023-01-02
APP00044,31,Female,High School,Retired,24240,962.0,486.0,30527,84,702.0,0.2,1.2594,65.13,1,2023-01-02
APP00045,21,Female,Bachelor,Employed,42551,1409.0,1722.0,100769,36,541.0,0.8299,2.3682,33.92,0,2023-01-02
APP00046,27,Male,Master,Self-Employed,80280,2904.0,13645.0,17351,60,519.0,0.2132,0.2161,50.93,1,2023-01-02
APP00047,30,Male,Bachelor,Self-Employed,68240,4040.0,8800.0,39712,60,708.0,0.2453,0.5819,73.16,1,2023-01-02
APP00048,45,Male,Bachelor,Self-Employed,77869,2475.0,16554.0,21986,360,715.0,0.222,0.2823,78.88,1,2023-01-02
APP00049,38,Male,Associate,Part-Time,49565,2850.0,10032.0,81257,180,601.0,0.3117,1.6394,52.12,1,2023-01-03
APP00050,21,Female,Bachelor,Employed,55110,2927.0,15859.0,22851,120,793.0,0.3292,0.4146,83.92,1,2023-01-03
APP00051,38,Female,High School,Employed,35431,1367.0,2513.0,53291,36,613.0,0.5723,1.5041,36.32,0,2023-01-03
APP00052,31,Female,Master,Self-Employed,44547,2128.0,2827.0,11360,48,623.0,0.1272,0.255,58.89,1,2023-01-03
APP00053,28,Male,PhD,Employed,91439,3979.0,24386.0,19299,60,646.0,0.3089,0.2111,70.52,1,2023-01-03
APP00054,41,Female,Bachelor,Employed,68438,2077.0,2784.0,25153,60,625.0,0.1142,0.3675,71.24,1,2023-01-03
APP00055,45,Male,High School,Employed,31168,1957.0,2890.0,73919,12,777.0,2.4644,2.3716,51.21,1,2023-01-03
APP00056,44,Male,High School,Employed,45054,2195.0,1460.0,5000,84,545.0,0.0483,0.111,51.98,1,2023-01-03
APP00057,26,Female,Bachelor,Self-Employed,46585,2873.0,17130.0,20617,60,574.0,0.4562,0.4426,39.47,0,2023-01-03
APP00058,31,Female,Bachelor,Employed,68562,4067.0,5388.0,20066,84,530.0,0.1204,0.2927,57.31,1,2023-01-03
APP00059,38,Other,Master,Employed,100575,2848.0,3603.0,5107,12,838.0,0.0866,0.0508,110.32,1,2023-01-03
APP00060,44,Male,Associate,Employed,65303,2196.0,11536.0,18560,48,,0.2477,0.2842,65.78,1,2023-01-03
APP00061,30,Male,Master,Employed,67594,2098.0,2844.0,7843,120,573.0,0.0537,0.116,64.71,1,2023-01-03
APP00062,33,Male,Bachelor,Retired,17486,1042.0,7537.0,5000,84,621.0,0.4719,0.2859,29.74,0,2023-01-03
APP00063,23,Male,Associate,Employed,30684,1869.0,2109.0,21810,180,734.0,0.1161,0.7108,79.94,1,2023-01-03
APP00064,23,Female,Bachelor,Retired,39606,1861.0,6490.0,21228,120,716.0,0.2175,0.536,63.94,1,2023-01-03
APP00065,43,Female,High School,Self-Employed,128417,3767.0,8157.0,22115,180,592.0,0.075,0.1722,57.15,1,2023-01-03
APP00066,48,Female,Bachelor,Unemployed,8268,253.0,2041.0,32934,12,610.0,4.2302,3.9833,25.26,0,2023-01-03
APP00067,34,Male,Master,Employed,80040,4714.0,27280.0,13312,48,,0.3824,0.1663,49.64,0,2023-01-03
APP00068,45,Female,Bachelor,Employed,37122,2365.0,8635.0,112722,84,663.0,0.6664,3.0365,45.68,0,2023-01-03
APP00069,38,Male,Master,Part-Time,19579,652.0,5542.0,26196,240,778.0,0.35,1.338,66.2,1,2023-01-03
APP00070,28,Female,Bachelor,Part-Time,17477,445.0,281.0,75293,120,591.0,0.4469,4.3081,31.3,0,2023-01-03
APP00071,38,Male,High School,Employed,12113,469.0,4683.0,7016,60,713.0,0.5025,0.5792,52.9,1,2023-01-03
APP00072,50,Male,Bachelor,Employed,96443,2533.0,14162.0,13799,36,591.0,0.1945,0.1431,71.41,1,2023-01-03
APP00073,34,Male,Bachelor,Employed,16073,956.0,4904.0,46585,60,,0.8848,2.8983,21.31,0,2023-01-04
APP00074,50,Female,Bachelor,Part-Time,21481,976.0,3716.0,22443,60,718.0,0.3819,1.0448,45.76,0,2023-01-04
APP00075,21,Male,High School,Employed,19039,985.0,643.0,11401,180,850.0,0.0737,0.5988,75.67,1,2023-01-04
APP00076,43,Male,Bachelor,Self-Employed,34652,1460.0,4888.0,6180,60,704.0,0.1767,0.1783,71.91,1,2023-01-04
APP00077,35,Female,High School,Unemployed,13658,538.0,195.0,48366,48,608.0,0.8996,3.5412,13.92,0,2023-01-04
APP00078,32,Male,High School,Unemployed,7588,259.0,1354.0,45309,24,615.0,3.164,5.9711,16.61,0,2023-01-04
APP00079,35,Male,Bachelor,Self-Employed,33276,1900.0,2625.0,32684,12,840.0,1.0611,0.9822,68.33,1,2023-01-04
APP00080,21,Male,Associate,Employed,31030,1675.0,765.0,18092,60,680.0,0.1413,0.583,65.74,1,2023-01-04
APP00081,32,Male,PhD,Retired,30088,1204.0,17485.0,11042,48,573.0,0.6729,0.367,15.95,0,2023-01-04
APP00082,38,Female,Bachelor,Self-Employed,52761,2024.0,18309.0,25786,84,643.0,0.4168,0.4887,48.81,0,2023-01-04
APP00083,49,Female,Master,Unemployed,13896,348.0,4669.0,9393,120,671.0,0.4036,0.6759,41.75,0,2023-01-04
APP00084,29,Male,Bachelor,Employed,126473,3496.0,29500.0,14746,12,696.0,0.3498,0.1166,71.15,1,2023-01-04
APP00085,26,Other,Master,Self-Employed,26890,1370.0,4749.0,73791,60,801.0,0.7254,2.7442,60.17,1,2023-01-04
APP00086,29,Male,Associate,Employed,40948,1901.0,6538.0,6120,180,777.0,0.1696,0.1495,87.69,1,2023-01-04
APP00087,44,Male,PhD,Employed,62798,2707.0,1056.0,46259,60,669.0,0.1641,0.7366,83.3,1,2023-01-04
APP00088,38,Male,Bachelor,Unemployed,15738,936.0,5449.0,88907,84,645.0,1.1533,5.6492,21.96,0,2023-01-04
APP00089,29,Male,Master,Self-Employed,83707,3850.0,26740.0,51689,60,689.0,0.4429,0.6175,63.59,1,2023-01-04
APP00090,40,Male,Bachelor,Self-Employed,72438,2971.0,14970.0,36996,60,589.0,0.3088,0.5107,57.74,1,2023-01-04
APP00091,35,Female,High School,Employed,40776,1293.0,16034.0,18567,24,748.0,0.6209,0.4553,44.01,0,2023-01-04
APP00092,44,Female,Bachelor,Self-Employed,33837,2002.0,4087.0,16047,24,629.0,0.3579,0.4742,41.19,0,2023-01-04
APP00093,27,Male,High School,Employed,62878,3081.0,5598.0,5000,36,699.0,0.1155,0.0795,72.29,1,2023-01-04
APP00094,31,Female,Bachelor,Self-Employed,80383,2319.0,41482.0,27711,180,821.0,0.539,0.3447,64.97,1,2023-01-04
APP00095,31,Female,High School,Employed,54235,2822.0,5075.0,19500,48,705.0,0.1835,0.3595,78.03,1,2023-01-04
APP00096,21,Female,Bachelor,Unemployed,18445,787.0,2836.0,15391,240,673.0,0.1955,0.8344,49.28,0,2023-01-04
APP00097,37,Female,PhD,Part-Time,45304,2664.0,3172.0,26474,180,598.0,0.109,0.5844,52.72,1,2023-01-05
APP00098,37,Male,Bachelor,Employed,102795,6505.0,15596.0,28279,120,642.0,0.1792,0.2751,77.42,1,2023-01-05
APP00099,35,Female,Master,Employed,76971,3850.0,14701.0,16180,120,536.0,0.212,0.2102,60.42,1,2023-01-05
APP00100,32,Female,Bachelor,Self-Employed,48328,2681.0,7103.0,97778,12,703.0,2.1702,2.0232,48.58,0,2023-01-05
APP00101,21,Female,Bachelor,Self-Employed,53745,1470.0,5826.0,48265,84,436.0,0.2367,0.898,42.98,0,2023-01-05
APP00102,30,Male,PhD,Unemployed,14531,702.0,777.0,55106,240,746.0,0.2431,3.7923,61.77,1,2023-01-05
APP00103,31,Male,Master,Self-Employed,54066,3053.0,8372.0,24769,12,723.0,0.613,0.4581,57.0,1,2023-01-05
APP00104,26,Male,Master,Employed,144106,6585.0,51675.0,40497,48,659.0,0.4288,0.281,75.98,1,2023-01-05
APP00105,33,Male,Associate,Employed,48321,2403.0,50.0,13140,24,596.0,0.137,0.2719,61.23,1,2023-01-05
APP00106,39,Male,Bachelor,Employed,51398,3210.0,1108.0,45844,84,,0.149,0.8919,64.05,1,2023-01-05
APP00107,53,Female,Associate,Employed,50595,1682.0,968.0,22844,24,472.0,0.2449,0.4515,54.18,1,2023-01-05
APP00108,36,Male,Bachelor,Self-Employed,239243,6960.0,92106.0,11877,60,732.0,0.3949,0.0496,80.59,1,2023-01-05
APP00109,37,Female,Bachelor,Employed,27837,1496.0,4538.0,26417,120,633.0,0.2579,0.949,48.07,0,2023-01-05
APP00110,34,Male,Master,Retired,25059,1485.0,11397.0,21297,36,801.0,0.7381,0.8499,55.16,1,2023-01-05
APP00111,21,Female,Master,Part-Time,15977,965.0,2095.0,172552,120,689.0,1.2111,10.8,32.25,0,2023-01-05
APP00112,34,Male,Bachelor,Part-Time,21819,1128.0,2027.0,38113,24,673.0,0.9663,1.7468,31.7,0,2023-01-05
APP00113,35,Male,High School,Part-Time,19398,1158.0,4573.0,95203,36,690.0,1.8717,4.9079,24.92,0,2023-01-05
APP00114,59,Female,Master,Employed,50498,2736.0,1329.0,66504,48,552.0,0.3556,1.317,43.29,0,2023-01-05
APP00115,33,Female,High School,Part-Time,13099,375.0,943.0,27728,180,604.0,0.2131,2.1168,45.51,0,2023-01-05
APP00116,38,Other,Bachelor,Employed,52638,2987.0,4957.0,18864,180,663.0,0.1181,0.3584,68.16,1,2023-01-05
APP00117,34,Male,High School,Employed,26696,866.0,1419.0,6686,36,619.0,0.1366,0.2504,58.47,1,2023-01-05
APP00118,23,Male,Bachelor,Unemployed,11448,399.0,796.0,13403,24,592.0,0.6549,1.1708,4.25,0,2023-01-05
APP00119,46,Female,PhD,Employed,128358,5319.0,1565.0,45715,180,621.0,0.0359,0.3562,83.35,1,2023-01-05
APP00120,42,Male,High School,Retired,28883,1100.0,955.0,21126,120,654.0,0.1062,0.7314,59.15,1,2023-01-05
APP00121,42,Female,Bachelor,Self-Employed,83768,3216.0,5135.0,36339,36,850.0,0.2059,0.4338,88.73,1,2023-01-06
APP00122,25,Male,Associate,Unemployed,14342,459.0,3418.0,5301,84,617.0,0.2911,0.3696,36.98,0,2023-01-06
APP00123,49,Male,Master,Employed,73407,2734.0,2218.0,38669,240,582.0,0.0566,0.5268,63.73,1,2023-01-06
APP00124,21,Male,Master,Self-Employed,64754,1671.0,4134.0,64678,24,634.0,0.5633,0.9988,44.34,0,2023-01-06
APP00125,40,Male,Associate,Employed,28320,1266.0,285.0,6498,24,800.0,0.1248,0.2294,90.54,1,2023-01-06
APP00126,56,Female,High School,Part-Time,14109,804.0,1723.0,36215,48,807.0,0.7638,2.5668,39.51,0,2023-01-06
APP00127,25,Female,Bachelor,Employed,37727,2298.0,5346.0,78812,120,844.0,0.3506,2.089,59.25,1,2023-01-06
APP00128,29,Male,Associate,Self-Employed,66080,3910.0,19886.0,103163,36,656.0,0.8213,1.5612,44.07,0,2023-01-06
APP00129,35,Female,Bachelor,Employed,58301,2469.0,14953.0,17983,180,714.0,0.277,0.3085,70.95,1,2023-01-06
APP00130,29,Male,High School,Employed,48615,2694.0,2450.0,50208,120,544.0,0.1537,1.0328,59.84,1,2023-01-06
APP00131,21,Male,High School,Employed,19209,710.0,424.0,84442,84,614.0,0.6501,4.396,28.12,0,2023-01-06
APP00132,35,Male,Bachelor,Employed,100295,2739.0,2553.0,37090,24,538.0,0.2104,0.3698,65.14,1,2023-01-06
APP00133,24,Female,Associate,Unemployed,6731,357.0,3506.0,75211,360,697.0,0.8933,11.1738,24.16,0,2023-01-06
APP00134,39,Female,Master,Employed,36766,1913.0,6168.0,26142,60,653.0,0.31,0.711,67.04,1,2023-01-06
APP00135,25,Female,High School,Employed,27548,1608.0,179.0,36880,60,672.0,0.2742,1.3388,61.82,1,2023-01-06
APP00136,50,Female,Associate,Self-Employed,158684,8040.0,,16361,360,565.0,0.0255,0.1031,68.4,1,2023-01-06
APP00137,27,Female,PhD,Employed,60573,1910.0,6043.0,23583,180,735.0,0.1257,0.3893,90.93,1,2023-01-06
APP00138,31,Female,Bachelor,Employed,41666,2522.0,1456.0,38062,60,409.0,0.2176,0.9135,54.55,1,2023-01-06
APP00139,43,Female,Master,Part-Time,28945,1480.0,7067.0,15408,60,624.0,0.3506,0.5323,48.23,0,2023-01-06
APP00140,22,Female,High School,Employed,31857,1868.0,4068.0,22496,24,639.0,0.4808,0.7062,37.18,0,2023-01-06
APP00141,37,Male,Bachelor,Employed,33165,1898.0,4717.0,49449,240,447.0,0.2168,1.491,44.63,0,2023-01-06
APP00142,48,Male,Master,Employed,68457,2561.0,6381.0,138974,180,688.0,0.2286,2.0301,73.11,1,2023-01-06
APP00143,21,Male,Associate,Employed,71344,2005.0,3165.0,5221,48,632.0,0.0627,0.0732,74.42,1,2023-01-06
APP00144,36,Male,Master,Self-Employed,82028,2653.0,10952.0,130778,120,706.0,0.2929,1.5943,75.29,1,2023-01-06
APP00145,37,Female,Bachelor,Employed,28125,811.0,5324.0,21853,120,849.0,0.267,0.777,76.39,1,2023-01-07
APP00146,42,Male,Bachelor,Unemployed,8253,290.0,573.0,58216,36,682.0,2.4207,7.0539,24.62,0,2023-01-07
APP00147,22,Female,Bachelor,Employed,37206,1642.0,3923.0,68109,84,747.0,0.367,1.8306,59.26,1,2023-01-07
APP00148,21,Male,Bachelor,Employed,50335,3160.0,13821.0,94051,48,788.0,0.7417,1.8685,61.04,1,2023-01-07
APP00149,40,Male,High School,Employed,66739,4093.0,1611.0,15027,180,699.0,0.0391,0.2252,79.68,1,2023-01-07
APP00150,37,Male,Bachelor,Self-Employed,50054,2750.0,5916.0,22466,36,563.0,0.2678,0.4488,54.26,1,2023-01-07
APP00151,37,Female,Associate,Retired,23922,622.0,1537.0,25774,120,485.0,0.172,1.0774,34.9,0,2023-01-07
APP00152,38,Male,Bachelor,Self-Employed,131154,5144.0,23870.0,20212,48,687.0,0.2205,0.1541,77.01,1,2023-01-07
APP00153,28,Male,Master,Retired,59257,3166.0,168.0,77265,12,609.0,1.3067,1.3039,46.41,0,2023-01-07
APP00154,37,Female,Bachelor,Employed,65319,1984.0,10876.0,25299,24,778.0,0.3602,0.3873,81.57,1,2023-01-07
APP00155,37,Female,PhD,Employed,195737,11426.0,3188.0,7369,120,602.0,0.0201,0.0376,84.1,1,2023-01-07
APP00156,27,Male,Associate,Employed,53230,3359.0,534.0,16213,36,648.0,0.1116,0.3046,68.26,1,2023-01-07
APP00157,53,Male,Bachelor,Employed,18155,721.0,3511.0,7610,120,534.0,0.2353,0.4192,44.53,0,2023-01-07
APP00158,39,Male,Master,Employed,96635,5257.0,14822.0,22411,60,615.0,0.1998,0.2319,72.99,1,2023-01-07
APP00159,23,Female,Bachelor,Employed,22114,689.0,7474.0,46075,120,555.0,0.5463,2.0835,33.63,0,2023-01-07
APP00160,41,Male,Bachelor,Employed,61451,3305.0,6758.0,15937,60,564.0,0.1618,0.2593,59.28,1,2023-01-07
APP00161,25,Male,High School,Employed,14566,377.0,1649.0,19488,48,644.0,0.4477,1.3379,27.95,0,2023-01-07
APP00162,42,Male,Bachelor,Employed,38815,1214.0,7147.0,21594,36,589.0,0.3696,0.5563,37.83,0,2023-01-07
APP00163,46,Male,Associate,Employed,34737,1895.0,2035.0,30109,48,850.0,0.2753,0.8668,67.21,1,2023-01-07
APP00164,26,Female,PhD,Part-Time,25015,1367.0,141.0,40654,120,733.0,0.1682,1.6252,70.24,1,2023-01-07
APP00165,44,Male,Associate,Employed,34998,1809.0,1372.0,51318,120,758.0,0.1858,1.4663,74.46,1,2023-01-07
APP00166,39,Male,Master,Unemployed,21358,958.0,870.0,163474,36,638.0,2.5921,7.654,24.4,0,2023-01-07
APP00167,43,Male,Bachelor,Self-Employed,37734,2004.0,2314.0,29696,120,660.0,0.14,0.787,61.09,1,2023-01-07
APP00168,53,Male,Associate,Employed,54723,3132.0,23581.0,48466,36,607.0,0.7261,0.8857,41.72,0,2023-01-07
APP00169,32,Male,Bachelor,Employed,30247,1974.0,7413.0,7554,36,850.0,0.3283,0.2497,83.83,1,2023-01-08
APP00170,27,Female,Master,Employed,57966,3595.0,23895.0,19863,84,639.0,0.4612,0.3427,51.51,1,2023-01-08
APP00171,26,Female,Master,Self-Employed,82420,4789.0,65936.0,21669,48,589.0,0.8657,0.2629,27.66,0,2023-01-08
APP00172,26,Female,High School,Employed,20848,1124.0,1778.0,11922,120,574.0,0.1425,0.5719,52.61,1,2023-01-08
APP00173,34,Female,Associate,Employed,21625,1057.0,835.0,17521,360,683.0,0.0656,0.8102,66.1,1,2023-01-08
APP00174,38,Female,Associate,Employed,53285,1599.0,6561.0,24686,36,792.0,0.2776,0.4633,86.02,1,2023-01-08
APP00175,37,Male,High School,Part-Time,30083,959.0,9610.0,17966,84,758.0,0.4048,0.5972,69.15,1,2023-01-08
APP00176,43,Female,Bachelor,Employed,47120,2788.0,4430.0,215661,240,574.0,0.3229,4.5768,57.97,1,2023-01-08
APP00177,35,Female,Master,Self-Employed,55771,3261.0,5889.0,40530,36,571.0,0.3478,0.7267,47.09,0,2023-01-08
APP00178,49,Female,Bachelor,Employed,52988,2681.0,1147.0,133361,60,774.0,0.525,2.5168,72.27,1,2023-01-08
APP00179,32,Male,Master,Part-Time,32759,1417.0,2680.0,88798,24,850.0,1.4371,2.7106,46.48,0,2023-01-08
APP00180,62,Male,Bachelor,Self-Employed,60886,1588.0,4469.0,16132,120,635.0,0.0999,0.265,66.69,1,2023-01-08
APP00181,41,Female,Bachelor,Employed,13847,534.0,900.0,27723,120,770.0,0.2652,2.0021,73.48,1,2023-01-08
APP00182,26,Female,High School,Retired,12063,512.0,3950.0,18998,120,503.0,0.4849,1.5749,20.05,0,2023-01-08
APP00183,24,Other,Master,Unemployed,8352,377.0,76.0,23636,84,565.0,0.4134,2.83,17.45,0,2023-01-08
APP00184,39,Male,Master,Employed,68720,4378.0,36911.0,12318,120,549.0,0.555,0.1792,33.03,0,2023-01-08
APP00185,32,Male,Bachelor,Employed,53795,1588.0,66.0,18897,12,691.0,0.3525,0.3513,58.75,1,2023-01-08
APP00186,42,Male,High School,Unemployed,9433,439.0,4119.0,35868,360,632.0,0.5634,3.8024,12.89,0,2023-01-08
APP00187,39,Female,Associate,Part-Time,23697,955.0,2822.0,35119,36,673.0,0.6131,1.482,28.87,0,2023-01-08
APP00188,34,Male,High School,Self-Employed,19697,1305.0,3581.0,32949,24,771.0,1.0182,1.6728,56.25,1,2023-01-08
APP00189,26,Male,Bachelor,Self-Employed,111169,6771.0,3454.0,25649,240,584.0,0.0426,0.2307,65.12,1,2023-01-08
APP00190,21,Other,Master,Self-Employed,132406,5730.0,21090.0,53561,180,659.0,0.1863,0.4045,81.98,1,2023-01-08
APP00191,30,Male,High School,Employed,18292,1219.0,5862.0,21902,120,516.0,0.4402,1.1974,32.09,0,2023-01-08
APP00192,43,Female,Master,Self-Employed,82787,3842.0,1865.0,81898,24,766.0,0.5172,0.9893,65.04,1,2023-01-08
APP00193,37,Male,Bachelor,Employed,36398,1163.0,742.0,6135,180,759.0,0.0316,0.1686,84.98,1,2023-01-09
APP00194,22,Female,Bachelor,Retired,31527,1518.0,1713.0,45499,84,686.0,0.2605,1.4432,67.04,1,2023-01-09
APP00195,36,Female,PhD,Unemployed,24901,857.0,658.0,39763,120,661.0,0.1861,1.5968,56.12,1,2023-01-09
APP00196,38,Female,High School,Self-Employed,109500,5640.0,,15683,360,599.0,0.0224,0.1432,64.57,1,2023-01-09
APP00197,26,Female,Master,Employed,92781,5943.0,15784.0,20248,36,510.0,0.2429,0.2182,66.2,1,2023-01-09
APP00198,36,Male,High School,Employed,39766,2296.0,1435.0,39020,84,680.0,0.1763,0.9812,68.8,1,2023-01-09
APP00199,35,Male,Bachelor,Employed,41360,1504.0,6822.0,55979,120,725.0,0.3003,1.3535,78.1,1,2023-01-09
APP00200,23,Male,Master,Self-Employed,76783,2869.0,22804.0,6637,60,850.0,0.3143,0.0864,82.06,1,2023-01-09
APP00201,38,Female,Master,Self-Employed,138352,3858.0,21907.0,44471,24,610.0,0.3191,0.3214,65.96,1,2023-01-09
APP00202,40,Female,Bachelor,Employed,47937,1769.0,914.0,18655,24,677.0,0.2136,0.3892,67.2,1,2023-01-09
APP00203,45,Male,Bachelor,Self-Employed,34622,999.0,4426.0,66186,84,761.0,0.4009,1.9117,70.65,1,2023-01-09
APP00204,45,Female,Master,Part-Time,14176,649.0,1063.0,6176,48,764.0,0.1839,0.4357,67.93,1,2023-01-09
APP00205,21,Male,Master,Employed,82362,4489.0,5196.0,190277,36,587.0,0.8332,2.3103,37.31,0,2023-01-09
APP00206,25,Female,High School,Employed,38830,2186.0,2233.0,13241,48,622.0,0.1428,0.341,60.02,1,2023-01-09
APP00207,40,Female,Master,Unemployed,9227,253.0,3669.0,84454,36,597.0,3.4486,9.1529,9.49,0,2023-01-09
APP00208,40,Male,Bachelor,Self-Employed,90067,3527.0,18329.0,25454,12,559.0,0.4861,0.2826,35.42,0,2023-01-09
APP00209,40,Male,Bachelor,Self-Employed,43670,1616.0,941.0,13975,36,797.0,0.1282,0.32,82.04,1,2023-01-09
APP00210,65,Male,Bachelor,Self-Employed,50412,1479.0,4886.0,33259,240,656.0,0.1299,0.6597,69.64,1,2023-01-09
APP00211,40,Female,Bachelor,Retired,29168,1169.0,1675.0,61285,12,642.0,2.1585,2.1011,18.1,0,2023-01-09
APP00212,46,Male,PhD,Employed,61696,2311.0,35295.0,7768,180,674.0,0.5805,0.1259,53.27,1,2023-01-09
APP00213,44,Male,Bachelor,Employed,55156,2837.0,31588.0,47158,120,655.0,0.6582,0.855,53.76,1,2023-01-09
APP00214,41,Male,PhD,Employed,130773,8082.0,7551.0,26642,84,627.0,0.0868,0.2037,78.62,1,2023-01-09
APP00215,31,Male,High School,Employed,19381,851.0,1261.0,42686,36,573.0,0.7992,2.2025,24.1,0,2023-01-09
APP00216,42,Male,Master,Employed,81358,4565.0,11164.0,27140,240,806.0,0.1539,0.3336,85.86,1,2023-01-09
APP00217,27,Female,Master,Employed,69455,2158.0,6798.0,17026,60,592.0,0.1469,0.2451,62.93,1,2023-01-10
